AdvA,time,rssi
7c:c1:1e:c0:f5:c4,312,-65
7c:c1:1e:c0:f5:c4,313,-64
7c:c1:1e:c0:f5:c4,314,-64
7c:c1:1e:c0:f5:c4,314,-64
7c:c1:1e:c0:f5:c4,316,-64
7c:c1:1e:c0:f5:c4,318,-71
7c:c1:1e:c0:f5:c4,318,-64
7c:c1:1e:c0:f5:c4,318,-64
7c:c1:1e:c0:f5:c4,319,-65
7c:c1:1e:c0:f5:c4,320,-65
7c:c1:1e:c0:f5:c4,320,-62
7c:c1:1e:c0:f5:c4,321,-63
7c:c1:1e:c0:f5:c4,321,-65
7c:c1:1e:c0:f5:c4,322,-65
7c:c1:1e:c0:f5:c4,325,-65
7c:c1:1e:c0:f5:c4,325,-65
7c:c1:1e:c0:f5:c4,326,-63
7c:c1:1e:c0:f5:c4,326,-65
7c:c1:1e:c0:f5:c4,327,-65
7c:c1:1e:c0:f5:c4,327,-65
7c:c1:1e:c0:f5:c4,328,-67
7c:c1:1e:c0:f5:c4,328,-65
7c:c1:1e:c0:f5:c4,328,-65
7c:c1:1e:c0:f5:c4,328,-64
7c:c1:1e:c0:f5:c4,330,-64
7c:c1:1e:c0:f5:c4,331,-64
7c:c1:1e:c0:f5:c4,331,-65
7c:c1:1e:c0:f5:c4,331,-64
7c:c1:1e:c0:f5:c4,332,-65
7c:c1:1e:c0:f5:c4,332,-70
7c:c1:1e:c0:f5:c4,332,-64
7c:c1:1e:c0:f5:c4,333,-70
7c:c1:1e:c0:f5:c4,334,-63
7c:c1:1e:c0:f5:c4,334,-65
